bonica.rid,bonica.cid,name,lname,ffname,gender,icpsr,id_fec
cand142501,500003e10,"trahan, lori",trahan,lori,F,21977,H8MA03106
cand142503,35674803663,"green, rick",green,rick,M,H8MA03114,H8MA03114
cand142504,5e15,"matias, juana",matias,juana,F,H8MA03122,H8MA03122
cand142505,109744799,"das, abhijit beej",das,abhijit beej,U,H8MA03130,H8MA03130
cand142506,35672716994,"ryan, terence j",ryan,terence j,M,H8MA03148,H8MA03148
cand142507,4057292859,"kerrigan, stephen",kerrigan,stephen,M,H8MA03155,H8MA03155
cand142508,500004e10,"chandler, alexandra eleanor",chandler,alexandra eleanor,F,H8MA03163,H8MA03163
cand142509,NA,"gifford, rufus",gifford,rufus,M,H8MA03171,H8MA03171
cand142510,NA,"littlefield, james patrick",littlefield,james patrick,M,H8MA03189,H8MA03189
cand142511,NA,"l italien, barbara",italien,barbara,F,H8MA03197,H8MA03197
cand142512,4173387543,"tedeschi, peter d",tedeschi,peter d,M,H8MA09046,H8MA09046
cand142513,35724394894,"colvin, jesse",colvin,jesse,M,H8MD01193,H8MD01193
cand142514,NA,"worton, stephen",worton,stephen,M,H8MD01201,H8MD01201
cand142515,NA,"lloyd, lisa",lloyd,lisa,F,H8MD06184,H8MD06184
cand142517,35252102922,"mossburg, matt",mossburg,matt,M,H8MD06200,H8MD06200
cand142518,35633331351,"hearsey, chris",hearsey,chris,M,H8MD06218,H8MD06218
cand142520,31552300389,"st clair, lucas",st clair,lucas,M,H8ME02201,H8ME02201
cand142522,3193120376,"brady, dwight john",brady,dwight john,M,H8MI01164,H8MI01156
cand142523,2798917079,"wooden, weldon frederick",wooden,weldon frederick,M,H8MI03061,H8MI03061
cand142525,5e15,"albro, catherine",albro,catherine,F,H8MI03079,H8MI03079
cand142526,103135626,"adams, dion",adams,dion,M,H8MI04085,H8MI04085
cand142528,112312015,"franklin, george",franklin,george,M,H8MI06163,H8MI06163
cand142529,34992938658,"friday, steven",friday,steven,M,H8MI07112,H8MI07112
cand142530,35759108574,"smith, christopher e",smith,christopher e,M,H8MI08110,H8MI08110
cand142531,5e15,"stearns, candius",stearns,candius,F,H8MI09092,H8MI09092
cand142532,30006747217,"kesto, klint",kesto,klint,M,H8MI11270,H8MI11270
cand142533,3458194258,"raczkowski, a rocky",raczkowski,a rocky,U,H8MI11288,H8MI11288
cand142534,NA,"haberman, daniel",haberman,daniel,M,H8MI11304,H8MI11304
cand142535,3208136821,"heise, kurt",heise,kurt,M,H8MI11312,H8MI11312
cand142537,4631041693,"greimel, tim",greimel,tim,M,H8MI11338,H8MI11338
cand142538,5e15,"nelson, carla jean",nelson,carla jean,F,H8MN01329,H8MN01329
cand142539,500004e10,"phifer, leah",phifer,leah,F,H8MN08050,H8MN08050
cand142540,106456995,"davidson, demarco kaureen",davidson,demarco kaureen,M,H8MO01150,H8MO01150
cand142541,35255117618,"cambers, kress franklin",cambers,kress franklin,U,H8MO05128,H8MO05128
cand142542,30196846023,"martin, henry robert",martin,henry robert,M,H8MO06092,H8MO06092
cand142544,NA,"demapan, angel aldan",demapan,angel aldan,U,H8MP01015,H8MP01015
cand142547,35340378124,"rose, e brian",rose,e brian,M,H8MS04453,H8MS04453
cand142548,2753909026,"kier, grant",kier,grant,M,H8MT00119,H8MT00119
cand142549,30214907237,"woods, tom",woods,tom,M,H8MT00127,H8MT00127
cand142550,500004e10,"moss, lynda bourque",moss,lynda bourque,F,H8MT01224,H8MT01224
cand142552,5e15,"williams, kathleen",williams,kathleen,F,H8MT01232,H8MT01232
cand142553,35656387917,"pettinato, jared scott",pettinato,jared scott,M,H8MT01240,H8MT01240
cand142554,36049131853,"romley, ken",romley,ken,M,H8NC02094,H8NC02094
cand142555,35669555840,"chesser, gregory allen ii",chesser,gregory allen,M,H8NC02102,H8NC02102
cand142556,5e15,"coleman, linda",coleman,linda,F,H8NC02110,H8NC02110
cand142562,35354572071,"theobald, paul gilbert",theobald,paul gilbert,M,H8NE03095,H8NE03095
cand142563,30169787517,"soldati, lincoln t",soldati,lincoln t,M,H8NH01178,H8NH01178
cand142564,500004e10,"sullivan, maura corby",sullivan,maura corby,F,H8NH01186,H8NH01186
cand142565,NA,"o rourke, terence murphy",orourke,terence murphy,M,H8NH01194,H8NH01194
cand142566,500001e10,"messmer, mindi",messmer,mindi,F,H8NH01202,H8NH01202
cand142567,28815467287,"pappas, chris",pappas,chris,M,21951,H8NH01210
cand142568,5513077770,"mackenzie, mark s 6038679755",mackenzie,mark s 6038679755,M,H8NH01228,H8NH01228
cand142569,35200476812,"levenson, stewart",levenson,stewart,M,H8NH02267,H8NH02267
cand142570,35359608632,"negron, steve",negron,steve,M,H8NH02275,H8NH02275
cand142571,35658399084,"welle, josh",welle,josh,M,H8NJ04188,H8NJ04188
cand142572,37705953723,"malinowski, tom",malinowski,tom,M,21942,H8NJ07223
cand142573,36020795368,"washburne, mark",washburne,mark,M,H8NJ11183,H8NJ11183
cand142574,35652374481,"cobert, mitchell",cobert,mitchell,M,H8NJ11191,H8NJ11191
cand142575,35666423307,"moya, paul",moya,paul,M,H8NM01430,H8NM01430
cand142576,3207146124,"salas, andrew e brig gen",salas,andrew e brig gen,M,H8NM02180,H8NM02180
cand142580,500004e10,"mortensen, michelle",mortensen,michelle,F,H8NV03218,H8NV03218
cand142581,500003e10,"dimasi, elaine",dimasi,elaine,F,H8NY01189,H8NY01189
cand142582,NA,"browning, kate m",browning,kate m,F,H8NY01197,H8NY01197
cand142584,NA,"gomes, tim",gomes,tim,M,H8NY02070,H8NY02070
cand142585,31157379327,"bunkeddeko, adem",bunkeddeko,adem,M,H8NY09158,H8NY09158
cand142587,5e15,"lynch, holly",lynch,holly,F,H8NY10081,H8NY10081
cand142589,NA,"sperling, paul",sperling,paul,M,H8NY11121,H8NY11121
cand142590,4153351834,"mohan, radhakrishna",mohan,radhakrishna,U,H8NY11139,H8NY11139
cand142591,30019750120,"patel, suraj",patel,suraj,M,H8NY12129,H8NY12129
cand142594,500004e10,"boone, tanya",boone,tanya,F,H8NY21302,H8NY21302
cand142597,35671662635,"whalen, charles",whalen,charles,M,H8NY23217,H8NY23217
cand142598,NA,"balter, dana",balter,dana,F,H8NY24090,H8NY24090
cand1426,3173127037,"riley, robert r",riley,robert r,M,29700,H6AL03058
cand142600,35041949641,"bunny, sean",bunny,sean,M,H8NY27135,H8NY27135
cand142601,35209803277,"stankevich, nicholas richard",stankevich,nicholas richard,M,H8NY27143,H8NY27143
cand142603,35651376829,"wolfrum, todd",wolfrum,todd,M,H8OH05168,H8OH05168
cand142605,NA,"depizzo, chris",depizzo,chris,M,H8OH13147,H8OH13147
cand142606,35631326683,"seryak, kit",seryak,kit,M,H8OH16132,H8OH16132
cand142607,NA,"dent, mark",dent,mark,M,H8OH16140,H8OH16140
cand142608,35388792529,"nichols, jason",nichols,jason,M,H8OK02148,H8OK02148
cand142610,2950991560,"burnette, eric",burnette,eric,M,H8OR02153,H8OR02153
cand142611,NA,"mcleod skinner, jamie",mcleod skinner,jamie,F,H8OR02161,H8OR02161
cand142620,NA,"bush, willita d",bush,willita d,U,P60005766,P60005766
cand142635,35525346602,"carson, benjamin s sr",carson,benjamin s,M,P60005915,P60005915
cand142640,33245815299,"everson, mark",everson,mark,M,P60005972,P60005972
cand1427,29325972963,"aderholt, robert brown",aderholt,robert brown,M,29701,H6AL04098
cand142712,NA,"corbin johnson, shavonnia",corbin johnson,shavonnia,U,H8PA04108,H8PA04108
cand142728,111773814,"friedenberg, marc",friedenberg,marc,M,H8PA05204,H8PA05204
cand142729,500004e10,"reddick, rachel",reddick,rachel,F,H8PA08141,H8PA08141
cand142730,NA,"mihalek, valerie l",mihalek,valerie l,F,H8PA08158,H8PA08158
cand142731,35675837495,"lewis, andrew",lewis,andrew,M,H8PA11087,H8PA11087
cand142732,5754668591,"wolff, denny",wolff,denny,M,H8PA11095,H8PA11095
cand142734,35636335670,"linsenmayer, raymond",linsenmayer,raymond,M,H8PA12101,H8PA12101
cand142736,35386787269,"edwards, greg",edwards,greg,M,H8PA15187,H8PA15187
cand142737,35336249569,"mackenzie, ryan edward",mackenzie,ryan edward,M,H8PA15195,H8PA15195
cand142739,35195274307,"weidman, david william",weidman,david william,M,H8PA15211,H8PA15211
cand142740,5e15,"wild, susan",wild,susan,F,21763,H8PA15229
cand142741,104407440,"uehlinger, scott",uehlinger,scott,M,H8PA15237,H8PA15237
cand142742,35637338127,"nothstein, marty",nothstein,marty,M,H8PA15245,H8PA15245
cand142744,3425188982,"pries, michael h",pries,michael h,M,H8PA15252,H8PA15252
cand142746,35675831187,"lamb, conor",lamb,conor,M,21756,H8PA18181
cand142747,111610143,"reschenthaler, guy",reschenthaler,guy,M,21956,H8PA18199
cand142748,NA,"cerilli, gina domenica",cerilli,gina domenica,F,H8PA18207,H8PA18207
cand142750,500003e10,"ward, kim",ward,kim,F,H8PA18215,H8PA18215
cand142752,NA,"saccone, rick",saccone,rick,M,H8PA18231,S8PA00239
cand142754,NA,"whitmire, marc robert",whitmire,marc robert,M,H8TN02184,H8TN02184
cand142756,104430672,"emert, jason",emert,jason,M,H8TN02200,H8TN02200
cand142757,4107313998,"green, mark",green,mark,M,21926,H8TN07076
cand142758,NA,"miller, lee thomas",miller,lee thomas,M,H8TN07084,H8TN07084
cand142759,35661397427,"boatner, john burke jr",boatner,john burke,M,H8TN08108,H8TN08108
cand142761,35237020660,"whittaker, malcolm edwin",whittaker,malcolm edwin,M,H8TX02109,H8TX02109
cand142762,27465261066,"roberts, kevin",roberts,kevin,M,H8TX02117,H8TX02117
cand142763,35671681359,"walker, rick",walker,rick,M,H8TX02125,H8TX02125
cand142765,500004e10,"wall, kathaleen",wall,kathaleen,F,H8TX02141,H8TX02141
cand142768,500004e10,"krantz, catherine",krantz,catherine,F,H8TX04162,H8TX04162
cand142769,27916647335,"sheets, kenneth",sheets,kenneth,M,H8TX05094,H8TX05094
cand142771,35715171935,"deen, sam alan",deen,sam alan,M,H8TX05110,H8TX05110
cand142772,105748712,"pruitt, autry",pruitt,autry,M,H8TX08106,H8TX08106
cand142773,5e15,"walker, tami leane",walker,tami leane,F,H8TX10102,H8TX10102
cand142777,2379704428,"sargent, william kedzie",sargent,william kedzie,M,H8TX14153,H2TX14156
cand142779,500004e10,"garcia ureste, alia",garcia ureste,alia,F,H8TX16125,H8TX16125
cand142781,3822472986,"isaac, jason",isaac,jason,M,H8TX21216,H8TX21216
cand142782,500003e10,"narvaiz, susan",narvaiz,susan,F,H8TX21224,H8TX21224
cand142784,35683027692,"temple, samuel",temple,samuel,M,H8TX21240,H8TX21240
cand142785,3195133608,"negley, bill",negley,bill,M,H8TX21257,H8TX21257
cand142786,NA,"andarza, ivan arturo",andarza,ivan arturo,U,H8TX21265,H8TX21265
cand142788,35686082524,"nguyen, danny quoc ccim",nguyen,danny quoc ccim,M,H8TX22255,H8TX22255
cand142789,500004e10,"canales, judith ann",canales,judith ann,F,H8TX23154,H8TX23154
cand142791,30205893048,"biggan, john",biggan,john,M,H8TX24111,H8TX24111
cand142792,35670635573,"hansen, edward westergaard",hansen,edward westergaard,M,H8TX25142,H8TX25142
cand142793,35868170825,"cloud, michael",cloud,michael,M,21758,H8TX27049
cand142794,NA,"holguin, eric",holguin,eric,M,H8TX27056,H8TX27056
cand142795,5e15,"garcia, sylvia r",garcia,sylvia r,F,21922,H8TX29052
cand142797,106677493,"garcia, roel",garcia,roel,M,H8TX29078,H8TX29078
cand142798,5e15,"salerno, lillian",salerno,lillian,F,H8TX32148,H8TX32148
cand1428,NA,"berry, robert marion",berry,robert marion,M,29702,H6AR01072
cand142800,35351545103,"alexander, sherrill kenneth",alexander,sherrill kenneth,F,H8TX35018,H8TX35018
cand142802,5e15,"burkett, mary",burkett,mary,F,H8UT02248,H8UT02248
cand142803,500004e10,"ghorbani, shireen sarah",ghorbani,shireen sarah,F,H8UT02255,H8UT02255
cand142805,NA,"mcadams, ben",mcadams,ben,M,21943,H8UT04053
cand142806,4686070519,"suddarth, john",suddarth,john,M,H8VA01295,H8VA01295
cand142808,5e15,"mallard, karen powers",mallard,karen powers,F,H8VA02103,H8VA02103
cand142809,35669558523,"coppola, sergio ii",coppola,sergio,M,H8VA06088,H8VA06088
cand142810,500004e10,"dunbar, cynthia",dunbar,cynthia,F,H8VA06096,H8VA06096
cand142811,5e15,"fraser, diane findlay",fraser,diane findlay,F,H8VA07102,H8VA07102
cand142812,31148376995,"santopietro, justin",santopietro,justin,M,H8VA09058,H8VA09058
cand142813,500004e10,"biggins, julia elizabeth",biggins,julia elizabeth,F,H8VA10163,H8VA10163
cand142814,NA,"pelletier, paul",pelletier,paul,M,H8VA10171,H8VA10171
cand142815,35573915204,"freilich, daniel adam",freilich,daniel adam,M,H8VT01040,H8VT01040
cand142816,500004e10,"long, carolyn n",long,carolyn n,F,H8WA03198,H8WA03198
cand142817,35338307292,"hunziker, robert",hunziker,robert,M,H8WA08197,H8WA08197
cand142818,29085832327,"rossi, dino",rossi,dino,M,H8WA08205,H8WA08205
cand142819,105432312,"olson, brayden",olson,brayden,M,H8WA08213,H8WA08213
cand142820,35813715111,"grassie, william eugene",grassie,william eugene,M,H8WA08221,H8WA08221
cand142821,500004e10,"hader, shannon",hader,shannon,F,H8WA08239,H8WA08239
cand142823,28136829257,"borrelli, tamborine",borrelli,tamborine,U,H8WA10029,H8WA10029
cand142824,35436901715,"polce, nick",polce,nick,M,H8WI01149,H8WI01149
cand142825,35202543801,"toft, steve",toft,steve,M,H8WI03103,H8WI03103
cand142828,35174215143,"liegeois, beau",liegeois,beau,M,H8WI08045,H8WI08045
cand142829,5e15,"fershee, kendra jean huard",fershee,kendra jean huard,F,H8WV01075,H8WV01075
cand142831,4075308715,"lucas, conrad g ii",lucas,conrad g,M,H8WV03105,H8WV03105
cand142842,NA,"nwadike jr, kenneth e",nwadike,kenneth e,M,P00006403,P00006403
cand142850,107196994,"yang, andrew",yang,andrew,M,P00006486,P00006486
cand142879,35524292972,"bishop, robert bob grimes",bishop,robert bob grimes,M,S8AZ00171,S8AZ00171
cand142882,NA,"fowler, cheryl che r",fowler,cheryl che r,F,S8AZ00205,S8AZ00205
cand142883,NA,"diegel, christian",diegel,christian,M,S8AZ00213,S8AZ00213
cand142884,NA,"de leon, kevin",deleon,kevin,M,S8CA00408,S8CA00408
cand142885,NA,"hartson, alison",hartson,alison,F,S8CA00416,S8CA00416
cand142886,NA,"del rio, martin",delrio,martin,M,S8IN00205,S8IN00205
cand142887,33527509799,"segal, jerome",segal,jerome,M,S8MD00252,S8MD00252
cand142888,NA,"ringelstein, zackary zak",ringelstein,zackary zak,M,S8ME00155,S8ME00155
cand142889,35740929494,"ellison, brian james",ellison,brian james,M,S8MI00398,S8MI00398
cand142890,102879076,"weeks, james",weeks,james,M,S8MI00406,S8MI00406
cand142892,35628321266,"sykes, b courtland",sykes,b courtland,M,S8MO00178,S8MO00178
cand142893,NA,"earl, angelica",earl,angelica,F,S8MO00186,S8MO00186
cand142897,3820447779,"fagg, russell c",fagg,russell c,M,S8MT00275,S8MT00275
cand1429,29175881663,"snyder, victor frederick",snyder,victor frederick,M,29703,H6AR02203
cand142900,111405327,"hahn, patrick john",hahn,patrick john,M,S8NY00199,S8NY00199
cand142901,500004e10,"ackison, melissa",ackison,melissa,F,S8OH00094,S8OH00094
cand142902,500004e10,"wright, theresa michelle",wright,theresa michelle,F,S8PA00338,S8PA00338
cand142904,5e15,"blackburn, marsha",blackburn,marsha,F,S8TN00337,S8TN00337
cand142907,105557327,"toyos, rolando",toyos,rolando,M,S8TN00360,S8TN00360
cand142911,NA,"jacobson jr, bruce",jacobson,bruce,M,S8TX00350,S8TX00350
cand142912,NA,"raiklin, ivan eric",raiklin,ivan eric,U,S8VA00305,S8VA00305
cand142913,NA,"vukmir, leah",vukmir,leah,F,S8WI00224,S8WI00224
cand142967,NA,"myers, j r & rensel, maria p",myers,j r & rensel,NA,AK21242943,AK21242943
cand142987,NA,"clift, carolyn care & lee, andrew c",clift,carolyn care & lee,M,AK24761968,AK24761968
cand143026,31377632882,"hillyer, richard quin edmonson",hillyer,richard quin edmonson,M,H4AL01115,H4AL01115
cand143037,-8,"wright, erick",wright,erick,M,H4AL02071,H4AL02071
cand143039,29466698155,"mathis, chad",mathis,chad,M,H4AL06072,H4AL06072
cand143041,2561811103,"palmer, gary",palmer,gary,M,21500,H4AL06098
cand143042,29105836337,"brooke, william w",brooke,william w,M,H4AL06106,H4AL06106
cand143043,NA,"vigneulle, thomas ray sr",vigneulle,thomas ray,M,H4AL06114,H4AL06114
cand143046,2760924714,"hays, patrick henry",hays,patrick henry,M,S8AR00146,H4AR02133
cand143047,NA,"hill, james french",hill,james french,M,21503,H4AR02141
cand143048,5e15,"clemmer, ann v",clemmer,ann v,F,H4AR02158,H4AR02158
cand143049,2385685946,"reynolds, conrad earl",reynolds,conrad earl,M,H4AR02166,H4AR02166
cand143050,32270014353,"brewer, thomas hill",brewer,thomas hill,M,H4AR03040,H4AR03040
cand143054,3074021513,"witt, james lee",witt,james lee,M,H4AR04063,H4AR04063
cand143056,4204413307,"kwasman, adam charles",kwasman,adam charles,M,H4AZ01152,H4AZ01152
cand143058,33045149242,"martin, edward t",martin,edward t,M,H4AZ02127,H4AZ02127
cand143059,500003e10,"kais, shelley m",kais,shelley m,F,H4AZ02135,H4AZ02135
cand143061,NA,"victor, marc j",victor,marc j,M,S2AZ00299,S2AZ00299
cand143063,35722256587,"mensing, dale kenneth",mensing,dale kenneth,M,H4CA02098,H4CA02098
cand143067,500003e10,"johnson, kristine m",johnson,kristine m,F,H4CA04094,H4CA04094
cand143070,NA,"hannosh, paul",hannosh,paul,M,H4CA08103,H4CA08103
cand143071,32793686894,"conover, rodney lee",conover,rodney lee,M,H4CA08111,H4CA08111
cand143075,32791684945,"quang, tue phan",quang,tue phan,M,H4CA11107,H4CA11107
cand143079,32256978610,"levey, melvin",levey,melvin,M,H4CA16122,H4CA16122
cand143080,5e15,"singh, vanila m",singh,vanila m,U,H4CA17294,H4CA17294
cand143082,29997723485,"farrar, wilson",farrar,wilson,M,H4CA18078,H4CA18078
cand143085,32236881031,"fareed, justin",fareed,justin,M,H4CA24142,H4CA24142
cand143086,4894263501,"francisco, dale",francisco,dale,M,H4CA24159,H4CA24159
cand143087,33045150142,"thomas, evan charles",thomas,evan charles,M,H4CA25107,H4CA25107
cand143089,3822467457,"knight, steve",knight,steve,M,21505,H4CA25123
cand143090,3781544174,"dagnesses, rafael",dagnesses,rafael,M,H4CA26139,H4CA26139
cand143091,3794254501,"gorell, jeff",gorell,jeff,M,H4CA26147,H4CA26147
cand143093,32803689349,"kleinman, pablo",kleinman,pablo,M,H4CA30081,H4CA30081
cand143094,500004e10,"marquez peterson, lea",marquez peterson,lea,F,H8AZ02185,H8AZ02185
cand143095,NA,"arrellano, sergio",arrellano,sergio,M,H8AZ03142,H8AZ03142
cand143096,31738922981,"alas, arturo e iii",alas,arturo e,M,H4CA32103,H4CA32103
cand143097,500001e10,"williamson, marianne",williamson,marianne,F,H4CA33085,H4CA33085
cand143098,32829733570,"smith, jonathan turner",smith,jonathan turner,M,H4CA34067,H4CA34067
cand1431,5e15,"tauscher, ellen o",tauscher,ellen o,F,29705,H6CA10088
cand143101,500003e10,"franco, veronica",franco,veronica,F,H4CA41138,H4CA41138
cand143104,NA,"lovas, phil",lovas,phil,M,H8AZ08133,H8AZ08133
cand143108,107893947,"kishineff, jason",kishineff,jason,M,H8CA05183,H8CA05183
cand143109,35657391464,"lytton, alva dennis",lytton,alva dennis,U,H8CA11090,H8CA11090
cand143112,32786689330,"atalla, ehab",atalla,ehab,M,H4CA46103,H4CA46103
cand143113,32373342784,"whallon, andrew",whallon,andrew,M,H4CA47069,H4CA47069
cand143115,3324173994,"leavens, drew eugene",leavens,drew eugene,M,H4CA49107,H4CA49107
cand143117,35724395012,"clifford, david michael",clifford,david michael,M,H8CA47060,H8CA47060
cand143120,32788689563,"marchese, joel alfred",marchese,joel alfred,M,H4CA53042,H4CA53042
cand143121,35726481641,"wilske, larry albert",wilske,larry albert,M,H4CA53059,H4CA53059
cand143123,28329181855,"true, wayne stewart",TRUE,wayne stewart,M,H4CA53075,H4CA53075
cand143124,32158545563,"walsh, martin h",walsh,martin h,M,H4CO01112,H4CO01112
cand143125,3707242115,"leing, george",leing,george,M,H4CO02094,H4CO02094
cand143129,32811702982,"doherty, grant",doherty,grant,M,H4CO04082,H4CO04082
cand143131,111391840,"hanlon, karl j",hanlon,karl j,M,H8CO03218,H8CO03218
cand143132,NA,"summey, leslie annette",summey,leslie annette,U,H4CO06095,H4CO06095
cand143133,3759345388,"diangelo, craig",diangelo,craig,M,H8CT05179,H8CT05179
cand143134,500003e10,"cavanagh, lori hopkins",cavanagh,lori hopkins,F,H4CT02068,H4CT02068
cand143135,4633042820,"shaban, john t",shaban,john t,M,H4CT04114,H4CT04114
cand143136,NA,"higble, carlton milo iv",higble,carlton milo,M,H4CT04122,H4CT04122
cand143138,4091301493,"bentivegna, joe",bentivegna,joe,M,H4CT04148,H4CT04148
cand143144,35630328775,"kimaz, nicolas t",kimaz,nicolas t,M,H8FL22061,H8FL22061
cand143146,36018272205,"cooper, james l iii",cooper,james l,M,H8GA08118,H8GA08118
cand143147,111908335,"chin, doug",chin,doug,M,H8HI01200,H8HI01200
cand143148,500003e10,"hanson, cyndi",hanson,cyndi,F,H8IA04148,H8IA04148
cand143149,31575421587,"smith, david a",smith,david a,M,H4FL07061,H4FL07061
cand143151,32874951265,"neuman, wesley ryan",neuman,wesley ryan,M,H4FL07087,H4FL07087
cand143153,32263036872,"swisher, carlton aaron",swisher,carlton aaron,M,H8ID02148,H8ID02148
cand143155,35952836003,"garcia, jesus",garcia,jesus,M,21921,H8IL04134
cand143156,31440102544,"bonilla, jorge l jr",bonilla,jorge l,M,H4FL09109,H4FL09109
cand143159,NA,"ramirez rosa, carlos",ramirez rosa,carlos,M,H8IL04142,H8IL04142
cand143160,108225601,"modarres, shayan h",modarres,shayan h,M,H4FL10099,H4FL10099
